"PARTICIPANT_A","INTERACTION_TYPE","PARTICIPANT_B","INTERACTION_DATA_SOURCE","INTERACTION_PUBMED_ID","PATHWAY_NAMES"
"alpha;-D-ribose-1P","chemical-affects","P12758",NA,"11812223;15003451;15115774;16751;20364833;27846376;28917600;769833;7730307","null"
"alpha;-D-ribose-1P","used-to-produce","PO43-",NA,NA,"null"
"alpha;-D-ribose-1P","reacts-with","U",NA,NA,"null"
"alpha;-D-ribose-1P","used-to-produce","uridine",NA,NA,"null"
"5'-amino-5'-deoxyuridine","chemical-affects","P0A8F4",NA,"211379","null"
"5'-azido-5-deoxyuridine","chemical-affects","P0A8F4",NA,"211379","null"
"5'-deoxyuridine","chemical-affects","P0A8F4",NA,"211379","null"
"5'-iodo-5'-deoxyuridine","chemical-affects","P0A8F4",NA,"211379","null"
"5-fluoropyrimidin-2-one-ribonucleoside","chemical-affects","P0ABF6",NA,"10493793;10933791;11560484;11900535;1567863;2651432;2692708;3910086;4202859;6386817;6386818;7703234;8204580;8547277;9477944;9718310","null"
"5-fluorouracil","chemical-affects","P0A8F0",NA,"3513846;8856065","null"
"o-phenanthroline","chemical-affects","P25524",NA,"18880798;21545144;21604715;22411989;8226944","null"
"C","reacts-with","H2O",NA,NA,"null"
"C","used-to-produce","NH4+",NA,NA,"null"
"C","consumption-controlled-by","P25524",NA,"18880798;21545144;21604715;22411989;8226944","null"
"C","used-to-produce","U",NA,NA,"null"
"C","reacts-with","hydrogen ion",NA,NA,"null"
"Cu++","chemical-affects","P25524",NA,"18880798;21545144;21604715;22411989;8226944","null"
"H2O","used-to-produce","NH4+",NA,NA,"null"
"H2O","consumption-controlled-by","P0ABF6",NA,"10493793;10933791;11560484;11900535;1567863;2651432;2692708;3910086;4202859;6386817;6386818;7703234;8204580;8547277;9477944;9718310","null"
"H2O","consumption-controlled-by","P25524",NA,"18880798;21545144;21604715;22411989;8226944","null"
"H2O","used-to-produce","U",NA,NA,"null"
"H2O","reacts-with","cytidine",NA,NA,"null"
"H2O","reacts-with","hydrogen ion",NA,NA,"null"
"H2O","used-to-produce","uridine",NA,NA,"null"
"P0A6I0","catalysis-precedes","P0A763",NA,"11827479;17542990;214126;7836281;8576266","null"
"P0A6I0","catalysis-precedes","P69441",NA,"11827479;17542990;7836281;8576266;8650159","null"
"P0A6I0","controls-production-of","adenosine-5-diphosphate",NA,"11827479;17542990;7836281;8576266","null"
"P0A6I0","controls-production-of","cytidine-diphosphate",NA,"11827479;17542990;7836281;8576266","null"
