"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"guanosine-triphosphate","SmallMoleculeReference",NA,"CAS:86-01-1;ChEBI:CHEBI:37565;ChemSpider:5414499;EcoCyc:GTP;HMDB:HMDB01273;IAF1260:gtp;KEGG LIGAND:C00044;MetaboLights:MTBLC37565;PubChem-compound:7058167;RefMet:GTP",NA
"PP","SmallMoleculeReference",NA,"CAS:2466-09-3;ChEBI:CHEBI:29888;ChemSpider:996;DrugBank:DB04160;EcoCyc:PPI;HMDB:HMDB00250;IAF1260:ppi;KEGG LIGAND:C00013;MetaboLights:MTBLC33019;PubChem-compound:1023",NA
"A","SmallMoleculeReference","A","ChEBI:CHEBI:15339;EcoCyc:Acceptor;KEGG LIGAND:C00028",NA
"glyox","SmallMoleculeReference",NA,"CAS:298-12-4;ChEBI:CHEBI:36655;EcoCyc:GLYOX;HMDB:HMDB00119;IAF1260:glx;KEGG LIGAND:C00048;KNApSAcK:C00001186;MetaboLights:MTBLC36655;PubChem-compound:3614358;RefMet:Glyoxylic acid",NA
"a 2-thiouridine34 in tRNA","SmallMoleculeReference",NA,"EcoCyc:tRNA-2-thiouridine34",NA
"P0A890","ProteinReference","TusA","Database of Interacting Proteins:DIP-48202N;EcoCyc:EG12216-MONOMER;EcoliWiki:b3470;MODBASE:P0A890;NCBI Reference Sequences Database:NP_417927;Pride:P0A890;Protein Model Portal:P0A890;Protein Ontology:PRO_000024143;SWISS-MODEL:P0A890;UniProt:P0A890","InterPro:IPR001455;InterPro:IPR022931;Pfam:PF01206;Prosite:PS01148;Protein Data Bank:1DCJ"
"adenosine-5'-triphosphate","SmallMoleculeReference",NA,"CAS:56-65-5;ChEBI:CHEBI:30616;ChemSpider:4574455;EcoCyc:ATP;HMDB:HMDB00538;IAF1260:atp;KEGG LIGAND:C00002;MetaboLights:MTBLC30616;PubChem-compound:5461108;RefMet:ATP",NA
"a [TusD sulfur-carrier protein] persulfide","SmallMoleculeReference",NA,"EcoCyc:TusD-Persulfides",NA
"a [TusA]-L-cysteine","SmallMoleculeReference",NA,"EcoCyc:TusA-L-cysteine",NA
"GDP","SmallMoleculeReference",NA,"CAS:146-91-8;ChEBI:CHEBI:58189;ChemSpider:10239187;EcoCyc:GDP;HMDB:HMDB01201;IAF1260:gdp;KEGG LIGAND:C00035;MetaboLights:MTBLC58189;PubChem-compound:21604868;RefMet:GDP",NA
"Mg+2","SmallMoleculeReference",NA,"ChEBI:CHEBI:18420;ChemSpider:865;DrugBank:DB01378;EcoCyc:MG+2;HMDB:HMDB00547;IAF1260:mg2;KEGG LIGAND:C00305;PubChem-compound:888",NA
"a 5-methylaminomethyl-2-thiouridylate34 in tRNA","SmallMoleculeReference",NA,"EcoCyc:tRNA-Containing-5MeAminoMe-2-ThioU",NA
"ala","SmallMoleculeReference","ala","CAS:56-41-7;ChEBI:CHEBI:57972;EcoCyc:L-ALPHA-ALANINE;HMDB:HMDB00161;IAF1260:ala__L;KEGG LIGAND:C00041;MetaboLights:MTBLC57972;PubChem-compound:7311724;RefMet:Alanine",NA
"P45530","ProteinReference","TusB","Database of Interacting Proteins:DIP-12308N;EcoCyc:G7712-MONOMER;EcoliWiki:b3343;NCBI Reference Sequences Database:NP_417802;Pride:P45530;Protein Model Portal:P45530;Protein Ontology:PRO_000024144;SWISS-MODEL:P45530;Swiss-Model:P45530;UniProt:P45530","InterPro:IPR007215;InterPro:IPR023526;InterPro:IPR027396;Pfam:PF04077;Protein Data Bank:2D1P"
