#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Expansion method(s)	Biological role(s) interactor A	Biological role(s) interactor B	Experimental role(s) interactor A	Experimental role(s) interactor B	Type(s) interactor A	Type(s) interactor B	Xref(s) interactor A	Xref(s) interactor B	Interaction Xref(s)	Annotation(s) interactor A	Annotation(s) interactor B	Interaction annotation(s)	Host organism(s)	Interaction parameter(s)	Creation date	Update date	Checksum(s) interactor A	Checksum(s) interactor B	Interaction Checksum(s)	Negative	Feature(s) interactor A	Feature(s) interactor B	Stoichiometry(s) interactor A	Stoichiometry(s) interactor B	Identification method participant A	Identification method participant B
BindingDB_monomerID:3436	BindingDB_polymerID:4028|uniprotkb:P24182	pubchem:5328120	uniprotkb:Q2M8V9	unknown:"Nc1ncc2cc(c(N)nc2n1)-c1c(Br)cccc1Br"(smiles string)|psi-mi:"6-(2,6-Dibromo-phenyl)-pyrido[2,3-d]pyrimidine-2,7-diamine"(display_long)|psi-mi:"6-(2,6-dibromophenyl)pyrido[2,3-d]pyrimidine-2,7-diamine"(display_long)|psi-mi:"6-arylpyrido[2,3-d]pyrimidine deriv. 18"(display_long)|psi-mi:"ACS Chem. Biol. Compound 1"(display_long)|psi-mi:"BDBM3436"(display_long)	psi-mi:"ACC"(display_long)|psi-mi:"Acetyl-CoA carboxylase subunit A"(display_long)|psi-mi:"Biotin Carboxylase"(display_long)	psi-mi:"MI:0045"(experimental interaction detection)	Mochalkin et al (2009)	pubmed:19413326	-	taxid:83333(Escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1123"(BindingDB)	bindingdb:58650	-	-	-	-	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)
BindingDB_monomerID:11941	BindingDB_polymerID:50003536	pubchem:440141	-	unknown:"Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1OP(O)(O)=O"(smiles string)|psi-mi:"2,5-ADP"(display_long)|psi-mi:"ADENOSINE-2 -5 -DIPHOSPHATE"(display_long)|psi-mi:"BDBM11941"(display_long)|psi-mi:"{[(2R,3R,4R,5R)-5-(6-amino-9H-purin-9-yl)-3-hydroxy-4-(phosphonooxy)oxolan-2-yl]methoxy}phosphonic acid"(display_long)	psi-mi:"Ketopantoate reductase"(display_long)	psi-mi:"MI:0045"(experimental interaction detection)	Ciulli et al (2006)	pubmed:16884311	-	taxid:83333(Escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1123"(BindingDB)	bindingdb:50839814	-	-	-	-	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)
BindingDB_monomerID:12578|chebi:"CHEBI:46557"	BindingDB_polymerID:8132	chembl:924|pubchem:68740	-	unknown:"OC(Cn1ccnc1)(P(O)(O)=O)P(O)(O)=O"(smiles string)|psi-mi:"BDBM12578"(display_long)|psi-mi:"Bisphosphonate 3"(display_long)|psi-mi:"CHEMBL924"(display_long)|psi-mi:"JMC515594 Compound 55"(display_long)|psi-mi:"ZOL"(display_long)|psi-mi:"Zoledronate"(display_long)|psi-mi:"[1-hydroxy-2-(1H-imidazol-1-yl)-1-phosphonoethyl]phosphonic acid"(display_long)	psi-mi:"Octaprenyl diphosphate synthase (OPPS)"(display_long)	psi-mi:"MI:0045"(experimental interaction detection)	Teng et al (2016)	pubmed:27428767	-	taxid:  585055(Escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1123"(BindingDB)	bindingdb:344829	-	-	-	-	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)
BindingDB_monomerID:14671|chebi:"CHEBI:52915"	BindingDB_polymerID:50003536	pubchem:1004	-	unknown:"OP(O)(O)=O"(smiles string)|psi-mi:"BDBM14671"(display_long)|psi-mi:"Fragment 1"(display_long)|psi-mi:"Phosphate"(display_long)|psi-mi:"phosphoric acid"(display_long)	psi-mi:"Ketopantoate reductase"(display_long)	psi-mi:"MI:0045"(experimental interaction detection)	Ciulli et al (2006)	pubmed:16884311	-	taxid:83333(Escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1123"(BindingDB)	bindingdb:50839821	-	-	-	-	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)
BindingDB_monomerID:17847	BindingDB_polymerID:1865	chembl:327579|pubchem:11809364	-	unknown:"CC(C)(C)OC(=O)Nc1cccnc1C(=O)Nc1nccs1"(smiles string)|psi-mi:"BDBM17847"(display_long)|psi-mi:"CHEMBL327579"(display_long)|psi-mi:"pyridine-2-carboxylic acid inhibitor, 1"(display_long)|psi-mi:"tert-butyl N-[2-(1,3-thiazol-2-ylcarbamoyl)pyridin-3-yl]carbamate"(display_long)	psi-mi:"EcMetAP"(display_long)|psi-mi:"MAP"(display_long)|psi-mi:"Methionine Aminopeptidase (MAP)"(display_long)|psi-mi:"Methionine aminopeptidase"(display_long)|psi-mi:"Peptidase M"(display_long)	psi-mi:"MI:0045"(experimental interaction detection)	Luo et al (2003)	pubmed:12801227	-	taxid:83333(Escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1123"(BindingDB)	bindingdb:50812622	-	-	-	-	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)
BindingDB_monomerID:17849	BindingDB_polymerID:1865	chembl:316308|pubchem:11120251	-	unknown:"CC(C)(C)C(=O)Nc1cccnc1C(=O)Nc1nccs1"(smiles string)|psi-mi:"3-(2,2-dimethylpropanamido)-N-(1,3-thiazol-2-yl)pyridine-2-carboxamide"(display_long)|psi-mi:"BDBM17849"(display_long)|psi-mi:"CHEMBL316308"(display_long)|psi-mi:"pyridine-2-carboxylic acid inhibitor, 2"(display_long)	psi-mi:"EcMetAP"(display_long)|psi-mi:"MAP"(display_long)|psi-mi:"Methionine Aminopeptidase (MAP)"(display_long)|psi-mi:"Methionine aminopeptidase"(display_long)|psi-mi:"Peptidase M"(display_long)	psi-mi:"MI:0045"(experimental interaction detection)	Luo et al (2003)	pubmed:12801227	-	taxid:83333(Escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1123"(BindingDB)	bindingdb:50812704	-	-	-	-	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)
BindingDB_monomerID:17853	BindingDB_polymerID:1865	pubchem:11840988	-	unknown:"FC(F)(F)c1cccc(NN=c2c(=N)nnc2=N)c1"(smiles string)|psi-mi:"3,5-Pyrazolediamine Inhibitor, 3"(display_long)|psi-mi:"3-imino-4-[(E)-2-[3-(trifluoromethyl)phenyl]diazen-1-yl]-3H-pyrazol-5-amine"(display_long)|psi-mi:"BDBM17853"(display_long)	psi-mi:"EcMetAP"(display_long)|psi-mi:"MAP"(display_long)|psi-mi:"Methionine Aminopeptidase (MAP)"(display_long)|psi-mi:"Methionine aminopeptidase"(display_long)|psi-mi:"Peptidase M"(display_long)	psi-mi:"MI:0045"(experimental interaction detection)	Evdokimov et al (2007)	pubmed:17120228	-	taxid:83333(Escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1123"(BindingDB)	bindingdb:32081	-	-	-	-	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)
BindingDB_monomerID:17854	BindingDB_polymerID:1865	pubchem:11840992	-	unknown:"FC(F)(F)c1ccccc1NN=c1c(=N)nnc1=N"(smiles string)|psi-mi:"3,5-Pyrazolediamine Inhibitor, 4"(display_long)|psi-mi:"3-imino-4-[(E)-2-[2-(trifluoromethyl)phenyl]diazen-1-yl]-3H-pyrazol-5-amine"(display_long)|psi-mi:"BDBM17854"(display_long)	psi-mi:"EcMetAP"(display_long)|psi-mi:"MAP"(display_long)|psi-mi:"Methionine Aminopeptidase (MAP)"(display_long)|psi-mi:"Methionine aminopeptidase"(display_long)|psi-mi:"Peptidase M"(display_long)	psi-mi:"MI:0045"(experimental interaction detection)	Evdokimov et al (2007)	pubmed:17120228	-	taxid:83333(Escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1123"(BindingDB)	bindingdb:32082	-	-	-	-	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)
BindingDB_monomerID:17855	BindingDB_polymerID:1865	pubchem:23647789	-	unknown:"Fc1cccc(NN=c2c(=N)nnc2=N)c1"(smiles string)|psi-mi:"3,5-Pyrazolediamine Inhibitor, 5"(display_long)|psi-mi:"4-[(E)-2-(3-fluorophenyl)diazen-1-yl]-3-imino-3H-pyrazol-5-amine"(display_long)|psi-mi:"BDBM17855"(display_long)	psi-mi:"EcMetAP"(display_long)|psi-mi:"MAP"(display_long)|psi-mi:"Methionine Aminopeptidase (MAP)"(display_long)|psi-mi:"Methionine aminopeptidase"(display_long)|psi-mi:"Peptidase M"(display_long)	psi-mi:"MI:0045"(experimental interaction detection)	Evdokimov et al (2007)	pubmed:17120228	-	taxid:83333(Escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1123"(BindingDB)	bindingdb:32083	-	-	-	-	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)
BindingDB_monomerID:17856	BindingDB_polymerID:1865	pubchem:23647790	-	unknown:"Cc1c(Cl)cccc1NN=c1c(=N)nnc1=N"(smiles string)|psi-mi:"3,5-Pyrazolediamine Inhibitor, 6"(display_long)|psi-mi:"4-[(E)-2-(3-chloro-2-methylphenyl)diazen-1-yl]-3-imino-3H-pyrazol-5-amine"(display_long)|psi-mi:"BDBM17856"(display_long)	psi-mi:"EcMetAP"(display_long)|psi-mi:"MAP"(display_long)|psi-mi:"Methionine Aminopeptidase (MAP)"(display_long)|psi-mi:"Methionine aminopeptidase"(display_long)|psi-mi:"Peptidase M"(display_long)	psi-mi:"MI:0045"(experimental interaction detection)	Evdokimov et al (2007)	pubmed:17120228	-	taxid:83333(Escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1123"(BindingDB)	bindingdb:32084	-	-	-	-	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)
BindingDB_monomerID:17857	BindingDB_polymerID:1865	pubchem:11840989	-	unknown:"Fc1ccc(NN=c2c(=N)nnc2=N)cc1"(smiles string)|psi-mi:"3,5-Pyrazolediamine Inhibitor, 7"(display_long)|psi-mi:"4-[(E)-2-(4-fluorophenyl)diazen-1-yl]-3-imino-3H-pyrazol-5-amine"(display_long)|psi-mi:"BDBM17857"(display_long)	psi-mi:"EcMetAP"(display_long)|psi-mi:"MAP"(display_long)|psi-mi:"Methionine Aminopeptidase (MAP)"(display_long)|psi-mi:"Methionine aminopeptidase"(display_long)|psi-mi:"Peptidase M"(display_long)	psi-mi:"MI:0045"(experimental interaction detection)	Evdokimov et al (2007)	pubmed:17120228	-	taxid:83333(Escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1123"(BindingDB)	bindingdb:32085	-	-	-	-	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)
BindingDB_monomerID:17858	BindingDB_polymerID:1865	pubchem:23647791	-	unknown:"Clc1ccc(NN=c2c(=N)nnc2=N)cc1"(smiles string)|psi-mi:"3,5-Pyrazolediamine Inhibitor, 8"(display_long)|psi-mi:"4-[(E)-2-(4-chlorophenyl)diazen-1-yl]-3-imino-3H-pyrazol-5-amine"(display_long)|psi-mi:"BDBM17858"(display_long)	psi-mi:"EcMetAP"(display_long)|psi-mi:"MAP"(display_long)|psi-mi:"Methionine Aminopeptidase (MAP)"(display_long)|psi-mi:"Methionine aminopeptidase"(display_long)|psi-mi:"Peptidase M"(display_long)	psi-mi:"MI:0045"(experimental interaction detection)	Evdokimov et al (2007)	pubmed:17120228	-	taxid:83333(Escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1123"(BindingDB)	bindingdb:32086	-	-	-	-	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)
