"PARTICIPANT_A","INTERACTION_TYPE","PARTICIPANT_B","INTERACTION_DATA_SOURCE","INTERACTION_PUBMED_ID","PATHWAY_NAMES"
"alpha;-D-ribose 1,5-bisphosphate","chemical-affects","P0A6K6",NA,"1089430;4919987;4992818","null"
"beta;-glucose-1,6-diphosphate","chemical-affects","P0A6K6",NA,"1089430;4919987;4992818","null"
"(2R)-2-hydroxy-3-(phosphooxy)-propanal","used-to-produce","2-deoxy-D-ribose 5-phosphate",NA,NA,"null"
"(2R)-2-hydroxy-3-(phosphooxy)-propanal","reacts-with","acetic aldehyde",NA,NA,"null"
"1-propanal","chemical-affects","P0A6L0",NA,"11598300;12980976","null"
"2'-deoxyadenosine","used-to-produce","2-deoxy-alpha;-D-ribose 1-phosphate",NA,NA,"null"
"2'-deoxyadenosine","used-to-produce","A",NA,NA,"null"
"2'-deoxyadenosine","reacts-with","H2O",NA,NA,"null"
"2'-deoxyadenosine","used-to-produce","NH4+",NA,NA,"null"
"2'-deoxyadenosine","consumption-controlled-by","P0ABP8",NA,"235429","null"
"2'-deoxyadenosine","consumption-controlled-by","P22333",NA,"357905","null"
"2'-deoxyadenosine","reacts-with","PO43-",NA,NA,"null"
"2'-deoxyadenosine","used-to-produce","deoxyinosine",NA,NA,"null"
"2'-deoxyadenosine","reacts-with","hydrogen ion",NA,NA,"null"
"2'-deoxyguanosine","used-to-produce","2-deoxy-alpha;-D-ribose 1-phosphate",NA,NA,"null"
"2'-deoxyguanosine","consumption-controlled-by","P0ABP8",NA,"235429;3089333","null"
"2'-deoxyguanosine","reacts-with","PO43-",NA,NA,"null"
"2'-deoxyguanosine","used-to-produce","guanine",NA,NA,"null"
"2-deoxy-alpha;-D-ribose 1-phosphate","used-to-produce","2'-deoxyadenosine",NA,NA,"null"
"2-deoxy-alpha;-D-ribose 1-phosphate","used-to-produce","2'-deoxyguanosine",NA,NA,"null"
"2-deoxy-alpha;-D-ribose 1-phosphate","used-to-produce","2-deoxy-D-ribose 5-phosphate",NA,NA,"null"
"2-deoxy-alpha;-D-ribose 1-phosphate","reacts-with","A",NA,NA,"null"
