"PARTICIPANT_A","INTERACTION_TYPE","PARTICIPANT_B","INTERACTION_DATA_SOURCE","INTERACTION_PUBMED_ID","PATHWAY_NAMES"
"beta;-mercaptoethanol","chemical-affects","P38051",NA,"8764478;9150206;9795253","null"
"1,4-dihydroxy-2-naphthoate","used-to-produce","2-demethylmenaquinol-8",NA,NA,"null"
"1,4-dihydroxy-2-naphthoate","consumption-controlled-by","P32166",NA,"949474;9573170","null"
"1,4-dihydroxy-2-naphthoate","used-to-produce","PP",NA,NA,"null"
"1,4-dihydroxy-2-naphthoate","used-to-produce","carbon dioxide",NA,NA,"null"
"1,4-dihydroxy-2-naphthoate","reacts-with","hydrogen ion",NA,NA,"null"
"1,4-dihydroxy-2-naphthoate","reacts-with","octaprenyl diphosphate",NA,NA,"null"
"1,4-dihydroxy-2-naphthoyl-CoA","used-to-produce","1,4-dihydroxy-2-naphthoate",NA,NA,"null"
"1,4-dihydroxy-2-naphthoyl-CoA","used-to-produce","CoA",NA,NA,"null"
"1,4-dihydroxy-2-naphthoyl-CoA","reacts-with","H2O",NA,NA,"null"
"1,4-dihydroxy-2-naphthoyl-CoA","chemical-affects","P0ABU0",NA,"1629162;20643650;21627110;21830810;6117313;6754698;7045104","null"
"1,4-dihydroxy-2-naphthoyl-CoA","consumption-controlled-by","P77781",NA,"23564174;24992697;25010423","null"
"1,4-dihydroxy-2-naphthoyl-CoA","used-to-produce","hydrogen ion",NA,NA,"null"
"2-trans,6-trans-farnesyl diphosphate","reacts-with","IPP",NA,NA,"null"
"2-trans,6-trans-farnesyl diphosphate","consumption-controlled-by","P0AD57",NA,"11825609;3519603","null"
"2-trans,6-trans-farnesyl diphosphate","used-to-produce","PP",NA,NA,"null"
"2-trans,6-trans-farnesyl diphosphate","used-to-produce","octaprenyl diphosphate",NA,NA,"null"
"2-demethylmenaquinol-8","used-to-produce","MKH2-8",NA,NA,"null"
"2-demethylmenaquinol-8","consumption-controlled-by","P0A887",NA,"9045837","null"
"2-demethylmenaquinol-8","used-to-produce","SAH",NA,NA,"null"
