"PARTICIPANT_A","INTERACTION_TYPE","PARTICIPANT_B","INTERACTION_DATA_SOURCE","INTERACTION_PUBMED_ID","PATHWAY_NAMES"
"PO43-","used-to-produce","maltotriose",NA,NA,"null"
"TDP","chemical-affects","P36938",NA,"14216423;4563765;4568817","null"
"UDPG","chemical-affects","P0AC86",NA,"16816199;3047129;4878695","null"
"Zn(II)","chemical-affects","P0AC86",NA,"16816199;3047129;4878694;4878695","null"
"Zn(II)","chemical-affects","P15977",NA,"13844669","null"
"a debranched glycogen phosphorylase-limited dextrin","consumption-controlled-by","P00490",NA,"4897523","null"
"a debranched glycogen phosphorylase-limited dextrin","used-to-produce","cori ester",NA,NA,"null"
"a glycogen phosphorylase-limited dextrin","consumption-controlled-by","P15067",NA,"15687211;779849;8576033","null"
"a glycogen phosphorylase-limited dextrin","used-to-produce","a debranched glycogen phosphorylase-limited dextrin",NA,NA,"null"
"a glycogen phosphorylase-limited dextrin","used-to-produce","maltotetraose",NA,NA,"null"
"a glycogen","consumption-controlled-by","P0AA04",NA,"9334229","null"
"a glycogen","consumption-controlled-by","P0AC86",NA,"16816199;3047129;4878695","null"
"a glycogen","used-to-produce","a glycogen phosphorylase-limited dextrin",NA,NA,"null"
"a glycogen","used-to-produce","cori ester",NA,NA,"null"
"acetyl coenzyme-A","chemical-affects","P36938",NA,"14216423;4563765;4568817","null"
"adenosine-5'-triphosphate","used-to-produce","D-glucopyranose 6-phosphate",NA,NA,"null"
"adenosine-5'-triphosphate","consumption-controlled-by","P0A6V8",NA,"1097393;14103281;9023215","null"
"adenosine-5'-triphosphate","used-to-produce","adenosine-5-diphosphate",NA,NA,"null"
"adenosine-5'-triphosphate","used-to-produce","hydrogen ion",NA,NA,"null"
"adenosine-monophosphate","chemical-affects","P0AC86",NA,"16816199;3047129;4878694;4878695","null"
"copper sulfate","chemical-affects","P15067",NA,"15687211;779849;8576033","null"
"cori ester","used-to-produce","D-glucopyranose 6-phosphate",NA,NA,"null"
"cori ester","chemical-affects","P36938",NA,"14216423;4563765","null"
"cori ester","consumption-controlled-by","P36938",NA,"14216423;4563765","null"
"cys","chemical-affects","P36938",NA,"14216423;4563765","null"
"dTDP-alpha;-D-glucose","chemical-affects","P0AC86",NA,"16816199;3047129;4878695","null"
"guanosine-triphosphate","chemical-affects","P36938",NA,"14216423;4563765;4568817","null"
"hydrogen cyanide","chemical-affects","P0AC86",NA,"16816199;3047129;4878694;4878695","null"
"maltose","used-to-produce","D-glucopyranose",NA,NA,"null"
"maltose","consumption-controlled-by","P15977",NA,"13844669","null"
"maltose","used-to-produce","maltotetraose",NA,NA,"null"
"maltose","reacts-with","maltotriose",NA,NA,"null"
"maltotetraose","consumption-controlled-by","P00490",NA,"1827794;367781;4865311;4897523;7905479","null"
"maltotetraose","used-to-produce","cori ester",NA,NA,"null"
"maltotetraose","used-to-produce","maltotriose",NA,NA,"null"
"maltotriose","used-to-produce","D-glucopyranose",NA,NA,"null"
"maltotriose","consumption-controlled-by","P15977",NA,"13844669","null"
"maltotriose","consumption-controlled-by","P21517",NA,"1918057;20493171;3512530;8631875","null"
"maltotriose","used-to-produce","maltose",NA,NA,"null"
"maltotriose","used-to-produce","maltotetraose",NA,NA,"null"
"methyl-beta;-D-glucopyranoside hemihydrate","chemical-affects","P15977",NA,"13844669","null"
"methyl-D-glucoside","chemical-affects","P15977",NA,"13844669","null"
"monoiodoacetate","chemical-affects","P15067",NA,"15687211;779849;8576033","null"
"persulfate","chemical-affects","P0AC86",NA,"16816199;3047129;4878694;4878695","null"
"phenyl-alpha;-D-glucoside","chemical-affects","P15977",NA,"13844669","null"
"phenyl-beta;-D-glucoside","chemical-affects","P15977",NA,"13844669","null"
"phosphoenolpyruvate","chemical-affects","P0A6V8",NA,"1097393;14103281;17307338;9023215","null"
"sodium sulfate","chemical-affects","P0AC86",NA,"16816199;3047129;4878694;4878695","null"
