"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"PP","SmallMoleculeReference",NA,"CAS:2466-09-3;ChEBI:CHEBI:29888;ChemSpider:996;DrugBank:DB04160;EcoCyc:PPI;HMDB:HMDB00250;IAF1260:ppi;KEGG LIGAND:C00013;MetaboLights:MTBLC33019;PubChem-compound:1023",NA
"NADPH","SmallMoleculeReference",NA,"CAS:2646-71-1;ChEBI:CHEBI:57783;ChemSpider:10239199;EcoCyc:NADPH;HMDB:HMDB00221;IAF1260:nadph;KEGG LIGAND:C00005;MetaboLights:MTBLC57783;PubChem-compound:15983949;RefMet:NADPH",NA
"5-amino-4-oxo-pentanoic acid","SmallMoleculeReference",NA,"CAS:106-60-5;ChEBI:CHEBI:356416;EcoCyc:5-AMINO-LEVULINATE;HMDB:HMDB01149;IAF1260:5aop;KEGG LIGAND:C00430;MetaboLights:MTBLC356416;PubChem-compound:7048523;RefMet:5-amino-levulinic acid",NA
"gabaculine","SmallMoleculeReference",NA,"EcoCyc:CPD0-1467;PubChem-compound:25244048",NA
"NADP-ox","SmallMoleculeReference",NA,"CAS:53-59-8;ChEBI:CHEBI:58349;ChemSpider:10239198;EcoCyc:NADP;HMDB:HMDB00217;IAF1260:nadp;KEGG LIGAND:C00006;MetaboLights:MTBLC58349;PubChem-compound:15938972;RefMet:NADP+",NA
"sodium borohydride","SmallMoleculeReference",NA,"ChEBI:CHEBI:50985;ChemSpider:26189;EcoCyc:BH4NA;PubChem-compound:4311764",NA
"glutamyl-beta;-ketophosphonate-adenosine","SmallMoleculeReference",NA,"ChemSpider:17226340;EcoCyc:CPD0-1884;PubChem-compound:122706554",NA
"P0A6X1","ProteinReference","HemA","Database of Interacting Proteins:DIP-9877N;EcoCyc:GLUTRNAREDUCT-MONOMER;EcoliWiki:b1210;MODBASE:P0A6X1;NCBI Reference Sequences Database:NP_415728;Pride:P0A6X1;Protein Model Portal:P0A6X1;Protein Ontology:PRO_000022874;SWISS-MODEL:P0A6X1;UniProt:P0A6X1","InterPro:IPR000343;InterPro:IPR006151;InterPro:IPR015895;InterPro:IPR015896;InterPro:IPR016040;InterPro:IPR018214;Pfam:PF00745;Pfam:PF01488;Pfam:PF05201;Prosite:PS00747"
"5'-O-[N-(L-glutamyl)-sulfamoyl] adenosine","SmallMoleculeReference",NA,"ChEBI:CHEBI:744602;ChemSpider:7826858;EcoCyc:CPD0-1883;PubChem-compound:122706106",NA
"adenosine-5'-triphosphate","SmallMoleculeReference",NA,"CAS:56-65-5;ChEBI:CHEBI:30616;ChemSpider:4574455;EcoCyc:ATP;HMDB:HMDB00538;IAF1260:atp;KEGG LIGAND:C00002;MetaboLights:MTBLC30616;PubChem-compound:5461108;RefMet:ATP",NA
