"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"BTS","SmallMoleculeReference",NA,"CAS:127-17-3;ChEBI:CHEBI:15361;ChemSpider:96901;EcoCyc:PYRUVATE;HMDB:HMDB00243;IAF1260:pyr;KEGG LIGAND:C00022;KNApSAcK:C00001200;MetaboLights:MTBLC15361;PubChem-compound:107735;RefMet:Pyruvic acid;UMBBD Compound:c0159",NA
"dihydroxyacetone","SmallMoleculeReference",NA,"CAS:96-26-4;ChEBI:CHEBI:16016;ChemSpider:650;DrugBank:DB01775;EcoCyc:DIHYDROXYACETONE;HMDB:HMDB01882;IAF1260:dha;KEGG LIGAND:C00184;MetaboLights:MTBLC16016;NCI Open DB:24343;PubChem-compound:670;RefMet:Dihydroxyacetone",NA
"hydrogen ion","SmallMoleculeReference",NA,"CAS:12408-02-5;ChEBI:CHEBI:15378;ChemSpider:1010;EcoCyc:PROTON;HMDB:HMDB59597;IAF1260:h;KEGG LIGAND:C00080;PubChem-compound:1038",NA
"NANA","SmallMoleculeReference",NA,"CAS:131-48-6;ChEBI:CHEBI:35418;EcoCyc:N-ACETYLNEURAMINATE;IAF1260:34458;IAF1260:acnam;KEGG LIGAND:C00270;PubChem-compound:6857396",NA
"diethylpyrocarbonate","SmallMoleculeReference",NA,"ChEBI:CHEBI:59051;ChemSpider:2943;EcoCyc:DIETHYLPYROCARBONATE;HMDB:HMDB32873;KEGG LIGAND:C11592;PubChem-compound:3051",NA
"5-acetamido-3,5-dideoxy-beta;-D-manno-non-2,4-diulosonic acid","SmallMoleculeReference",NA,"EcoCyc:CPD0-1144;PubChem-compound:25200527",NA
"adenosine-5-diphosphate","SmallMoleculeReference",NA,"CAS:58-64-0;ChEBI:CHEBI:456216;ChemSpider:5414423;EcoCyc:ADP;HMDB:HMDB01341;IAF1260:adp;KEGG LIGAND:C00008;MetaboLights:MTBLC456216;PubChem-compound:7058055;RefMet:ADP",NA
"adenosine-5'-triphosphate","SmallMoleculeReference",NA,"CAS:56-65-5;ChEBI:CHEBI:30616;ChemSpider:4574455;EcoCyc:ATP;HMDB:HMDB00538;IAF1260:atp;KEGG LIGAND:C00002;MetaboLights:MTBLC30616;PubChem-compound:5461108;RefMet:ATP",NA
"DL-glyceraldehyde","SmallMoleculeReference",NA,"ChEBI:CHEBI:5445;EcoCyc:CPD0-1551;KEGG LIGAND:C02154;PubChem-compound:751",NA
"N-acetylmannosamine-6-P","SmallMoleculeReference",NA,"ChEBI:CHEBI:28273;EcoCyc:N-ACETYL-D-MANNOSAMINE-6P;HMDB:HMDB01121;IAF1260:acmanap;KEGG LIGAND:C04257;PubChem-compound:54758653",NA
"Cu++","SmallMoleculeReference",NA,"ChEBI:CHEBI:29036;ChemSpider:25221;EcoCyc:CU+2;HMDB:HMDB00657;IAF1260:cu2;PubChem-compound:27099",NA
"N-bromosuccinimide","SmallMoleculeReference",NA,"ChEBI:CHEBI:53174;ChemSpider:60528;EcoCyc:N-BROMOSUCCINIMIDE;PubChem-compound:67184",NA
"N-acetyl-D-glucosamine 6-phosphate","SmallMoleculeReference",NA,"CAS:102029-88-9;ChEBI:CHEBI:57513;EcoCyc:N-ACETYL-D-GLUCOSAMINE-6-P;HMDB:HMDB02817;IAF1260:34733;IAF1260:acgam6p;KEGG LIGAND:C00357;PubChem-compound:25243963",NA
