"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"NADPH","SmallMoleculeReference",NA,"CAS:2646-71-1;ChEBI:CHEBI:57783;ChemSpider:10239199;EcoCyc:NADPH;HMDB:HMDB00221;IAF1260:nadph;KEGG LIGAND:C00005;MetaboLights:MTBLC57783;PubChem-compound:15983949;RefMet:NADPH",NA
"BTS","SmallMoleculeReference",NA,"CAS:127-17-3;ChEBI:CHEBI:15361;ChemSpider:96901;EcoCyc:PYRUVATE;HMDB:HMDB00243;IAF1260:pyr;KEGG LIGAND:C00022;KNApSAcK:C00001200;MetaboLights:MTBLC15361;PubChem-compound:107735;RefMet:Pyruvic acid;UMBBD Compound:c0159",NA
"chorismic acid","SmallMoleculeReference",NA,"CAS:55508-12-8;ChEBI:CHEBI:29748;ChemSpider:4573889;EcoCyc:CHORISMATE;HMDB:HMDB12199;IAF1260:chor;KEGG LIGAND:C00251;PubChem-compound:5460312;RefMet:Chorismic acid",NA
"N-(phosphonomethyl)glycine","SmallMoleculeReference",NA,"ChEBI:CHEBI:67052;EcoCyc:CPD0-1308;KEGG LIGAND:C01705;PubChem-compound:25203640;Wikipedia:Glyphosate",NA
"5-dehydroshikimic acid","SmallMoleculeReference",NA,"ChEBI:CHEBI:16630;ChemSpider:4573915;EcoCyc:3-DEHYDRO-SHIKIMATE;IAF1260:3dhsk;KEGG LIGAND:C02637;PubChem-compound:5460360;RefMet:3-dehydroshikimate",NA
"NADP-ox","SmallMoleculeReference",NA,"CAS:53-59-8;ChEBI:CHEBI:58349;ChemSpider:10239198;EcoCyc:NADP;HMDB:HMDB00217;IAF1260:nadp;KEGG LIGAND:C00006;MetaboLights:MTBLC58349;PubChem-compound:15938972;RefMet:NADP+",NA
"sodium borohydride","SmallMoleculeReference",NA,"ChEBI:CHEBI:50985;ChemSpider:26189;EcoCyc:BH4NA;PubChem-compound:4311764",NA
"adenosine-5-diphosphate","SmallMoleculeReference",NA,"CAS:58-64-0;ChEBI:CHEBI:456216;ChemSpider:5414423;EcoCyc:ADP;HMDB:HMDB01341;IAF1260:adp;KEGG LIGAND:C00008;MetaboLights:MTBLC456216;PubChem-compound:7058055;RefMet:ADP",NA
"P0A6E1","ProteinReference","AroL","EcoCyc:AROL-MONOMER;EcoliWiki:b0388;MODBASE:P0A6E1;NCBI Reference Sequences Database:NP_414922;Pride:P0A6E1;Protein Model Portal:P0A6E1;Protein Ontology:PRO_000022151;SWISS-MODEL:P0A6E1;Swiss-Model:P0A6E1;UniProt:P0A6E1","InterPro:IPR000623;InterPro:IPR023000;InterPro:IPR027417;InterPro:IPR027544;InterPro:IPR031322;Pfam:PF01202;Prints:PR01100;Prosite:PS01128"
"adenosine-5'-triphosphate","SmallMoleculeReference",NA,"CAS:56-65-5;ChEBI:CHEBI:30616;ChemSpider:4574455;EcoCyc:ATP;HMDB:HMDB00538;IAF1260:atp;KEGG LIGAND:C00002;MetaboLights:MTBLC30616;PubChem-compound:5461108;RefMet:ATP",NA
