"PARTICIPANT_A","INTERACTION_TYPE","PARTICIPANT_B","INTERACTION_DATA_SOURCE","INTERACTION_PUBMED_ID","PATHWAY_NAMES"
"beta;-NAD(P)+","used-to-produce","N-carbamoyl-2-oxoglycine",NA,NA,"null"
"beta;-NAD(P)+","used-to-produce","NAD(P)H",NA,NA,"null"
"beta;-NAD(P)+","used-to-produce","hydrogen ion",NA,NA,"null"
"beta;-NAD(P)+","reacts-with","ureidoglycolate",NA,NA,"null"
"(S)-(+)-allantoin","reacts-with","H2O",NA,NA,"null"
"(S)-(+)-allantoin","consumption-controlled-by","P77671",NA,"10601204;11092864;12486048;19248789","null"
"(S)-(+)-allantoin","used-to-produce","allantoate",NA,NA,"null"
"(S)-(+)-allantoin","used-to-produce","hydrogen ion",NA,NA,"null"
"(S)-ureidoglycine","reacts-with","H2O",NA,NA,"null"
"(S)-ureidoglycine","used-to-produce","NH4+",NA,NA,"null"
"(S)-ureidoglycine","consumption-controlled-by","P75713",NA,"20038185","null"
"(S)-ureidoglycine","used-to-produce","ureidoglycolate",NA,NA,"null"
"N-carbamoyl-2-oxoglycine","reacts-with","PO43-",NA,NA,"null"
"N-carbamoyl-2-oxoglycine","used-to-produce","carbamoyl-P",NA,NA,"null"
"N-carbamoyl-2-oxoglycine","used-to-produce","oxamate",NA,NA,"null"
"Cu++","chemical-affects","P77671",NA,"10601204;11092864;12486048;19248789","null"
"DPN-ox","used-to-produce","N-carbamoyl-2-oxoglycine",NA,NA,"null"
"DPN-ox","consumption-controlled-by","P77555",NA,"10601204;23284870","null"
"DPN-ox","used-to-produce","hydrogen ion",NA,NA,"null"
"DPN-ox","used-to-produce","nicotinamide adenine dinucleotide reduced",NA,NA,"null"
"DPN-ox","reacts-with","ureidoglycolate",NA,NA,"null"
"H2O","used-to-produce","(S)-ureidoglycine",NA,NA,"null"
"H2O","used-to-produce","NH4+",NA,NA,"null"
"H2O","consumption-controlled-by","P75713",NA,"20038185","null"
"H2O","consumption-controlled-by","P77425",NA,"10601204;19935661;20038185","null"
"H2O","consumption-controlled-by","P77671",NA,"10601204;11092864;12486048;19248789","null"
"H2O","reacts-with","allantoate",NA,NA,"null"
"H2O","used-to-produce","allantoate",NA,NA,"null"
"H2O","used-to-produce","carbon dioxide",NA,NA,"null"
"H2O","reacts-with","hydrogen ion",NA,NA,"null"
"H2O","used-to-produce","hydrogen ion",NA,NA,"null"
"H2O","used-to-produce","ureidoglycolate",NA,NA,"null"
