"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"DPN-ox","SmallMoleculeReference",NA,"CAS:53-84-9;ChEBI:CHEBI:57540;ChemSpider:10239196;EcoCyc:NAD;HMDB:HMDB00902;IAF1260:nad;KEGG LIGAND:C00003;MetaboLights:MTBLC57540;PubChem-compound:15938971;RefMet:NAD+",NA
"P77555","ProteinReference","AllD","EcoCyc:G6286-MONOMER;EcoliWiki:b0517;MODBASE:P77555;NCBI Reference Sequences Database:NP_415050;Pride:P77555;Protein Model Portal:P77555;Protein Ontology:PRO_000022082;SWISS-MODEL:P77555;UniProt:P77555","InterPro:IPR003767;InterPro:IPR017590;Panther:PTHR11091;Panther:PTHR11091:SF4;Pfam:PF02615;Protein Data Bank:1XRH;Protein Data Bank:4H8A"
"(S)-ureidoglycine","SmallMoleculeReference",NA,"ChEBI:CHEBI:59947;EcoCyc:CPD0-2298;PubChem-compound:46173475",NA
"P77671","ProteinReference","AllB","EcoCyc:G6281-MONOMER;EcoliWiki:b0512;MODBASE:P77671;NCBI Reference Sequences Database:NP_415045;Pride:P77671;Protein Model Portal:P77671;Protein Ontology:PRO_000022080;SWISS-MODEL:P77671;UniProt:P77671","InterPro:IPR006680;InterPro:IPR011059;InterPro:IPR017593;InterPro:IPR032466;Pfam:PF01979;Protein Data Bank:3E74"
"adenosine-5-diphosphate","SmallMoleculeReference",NA,"CAS:58-64-0;ChEBI:CHEBI:456216;ChemSpider:5414423;EcoCyc:ADP;HMDB:HMDB01341;IAF1260:adp;KEGG LIGAND:C00008;MetaboLights:MTBLC456216;PubChem-compound:7058055;RefMet:ADP",NA
"carbamoyl-P","SmallMoleculeReference",NA,"CAS:590-55-6;ChEBI:CHEBI:58228;ChemSpider:2666990;EcoCyc:CARBAMOYL-P;HMDB:HMDB01096;IAF1260:cbp;KEGG LIGAND:C00169;MetaboLights:MTBLC58228;PubChem-compound:3423467",NA
"P75713","ProteinReference","AllE","Database of Interacting Proteins:DIP-12689N;EcoCyc:G6284-MONOMER;EcoliWiki:b0515;MODBASE:P75713;NCBI Reference Sequences Database:NP_415048;Pride:P75713;Protein Model Portal:P75713;SWISS-MODEL:P75713;UniProt:P75713","InterPro:IPR008579;InterPro:IPR011051;InterPro:IPR013096;InterPro:IPR014710;InterPro:IPR017627;Pfam:PF05899;Pfam:PF07883;Protein Data Bank:1RC6"
"adenosine-5'-triphosphate","SmallMoleculeReference",NA,"CAS:56-65-5;ChEBI:CHEBI:30616;ChemSpider:4574455;EcoCyc:ATP;HMDB:HMDB00538;IAF1260:atp;KEGG LIGAND:C00002;MetaboLights:MTBLC30616;PubChem-compound:5461108;RefMet:ATP",NA
"allantoate","SmallMoleculeReference",NA,"CAS:99-16-1;ChEBI:CHEBI:17536;ChemSpider:4449824;DrugBank:DB04380;EcoCyc:ALLANTOATE;HMDB:HMDB01209;IAF1260:alltt;KEGG LIGAND:C00499;MetaboLights:MTBLC17536;PubChem-compound:5287444;RefMet:Allantoic acid",NA
"hydrogen ion","SmallMoleculeReference",NA,"CAS:12408-02-5;ChEBI:CHEBI:15378;ChemSpider:1010;EcoCyc:PROTON;HMDB:HMDB59597;IAF1260:h;KEGG LIGAND:C00080;PubChem-compound:1038",NA
