"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"formic acid","SmallMoleculeReference",NA,"CAS:64-18-6;ChEBI:CHEBI:15740;ChemSpider:277;EcoCyc:FORMATE;HMDB:HMDB00142;IAF1260:for;KEGG LIGAND:C00058;MetaboLights:MTBLC15740;PubChem-compound:283;RefMet:Formic acid",NA
"TMAO","SmallMoleculeReference",NA,"CAS:1184-78-7;ChEBI:CHEBI:15724;ChemSpider:1113;EcoCyc:TRIMETHYLAMINE-N-O;HMDB:HMDB00925;IAF1260:tmao;KEGG LIGAND:C01104;MetaboLights:MTBLC15724;NCI Open DB:408426;PubChem-compound:1145;RefMet:Trimethylamine N-oxide",NA
"hydrogen ion","SmallMoleculeReference",NA,"CAS:12408-02-5;ChEBI:CHEBI:15378;ChemSpider:1010;EcoCyc:PROTON;HMDB:HMDB59597;IAF1260:h;KEGG LIGAND:C00080;PubChem-compound:1038",NA
"carbon dioxide","SmallMoleculeReference",NA,"CAS:124-38-9;ChEBI:CHEBI:16526;ChemSpider:274;EcoCyc:CARBON-DIOXIDE;HMDB:HMDB01967;IAF1260:co2;KEGG LIGAND:C00011;MetaboLights:MTBLC16526;PubChem-compound:280;UMBBD Compound:c0131",NA
"(CH3)3NH+","SmallMoleculeReference",NA,"CAS:75-50-3;ChEBI:CHEBI:58389;ChemSpider:3010173;EcoCyc:TRIMETHYLAMINE;HMDB:HMDB00906;IAF1260:tma;KEGG LIGAND:C00565;PubChem-compound:3782034;RefMet:Trimethylamine",NA
"MQ","SmallMoleculeReference","MQ","EcoCyc:Menaquinones;KEGG LIGAND:C00828",NA
"H2O","SmallMoleculeReference",NA,"CAS:7732-18-5;ChEBI:CHEBI:15377;ChemSpider:937;EcoCyc:WATER;HMDB:HMDB02111;IAF1260:h2o;KEGG LIGAND:C00001;MetaboLights:MTBLC15377;PubChem-compound:962",NA
"P24183","ProteinReference","FdnG","Database of Interacting Proteins:DIP-9573N;EcoCyc:FDNG-MONOMER;EcoliWiki:b1474;MODBASE:P24183;Mint:MINT-1236143;NCBI Reference Sequences Database:NP_415991;Pride:P24183;Protein Model Portal:P24183;Protein Ontology:PRO_000022581;SWISS-MODEL:P24183;UniProt:P24183","InterPro:IPR006311;InterPro:IPR006443;InterPro:IPR006655;InterPro:IPR006656;InterPro:IPR006657;InterPro:IPR006963;InterPro:IPR009010;InterPro:IPR027467;Pfam:PF00384;Pfam:PF01568;Pfam:PF04879;Prosite:PS00551;Prosite:PS00932;Prosite:PS51318;Prosite:PS51669;Protein Data Bank:1KQF;Protein Data Bank:1KQG;Smart:SM00926"
"O2","SmallMoleculeReference","O2","CAS:7782-44-7;ChEBI:CHEBI:15379;ChemSpider:952;EcoCyc:OXYGEN-MOLECULE;HMDB:HMDB01377;IAF1260:o2;KEGG LIGAND:C00007;MetaboLights:MTBLC15379;PubChem-compound:977",NA
"PHMB","SmallMoleculeReference",NA,"ChemSpider:15605527;EcoCyc:PHMB;PubChem-compound:3647458",NA
