"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"PP","SmallMoleculeReference",NA,"CAS:2466-09-3;ChEBI:CHEBI:29888;ChemSpider:996;DrugBank:DB04160;EcoCyc:PPI;HMDB:HMDB00250;IAF1260:ppi;KEGG LIGAND:C00013;MetaboLights:MTBLC33019;PubChem-compound:1023",NA
"BTS","SmallMoleculeReference",NA,"CAS:127-17-3;ChEBI:CHEBI:15361;ChemSpider:96901;EcoCyc:PYRUVATE;HMDB:HMDB00243;IAF1260:pyr;KEGG LIGAND:C00022;KNApSAcK:C00001200;MetaboLights:MTBLC15361;PubChem-compound:107735;RefMet:Pyruvic acid;UMBBD Compound:c0159",NA
"chorismic acid","SmallMoleculeReference",NA,"CAS:55508-12-8;ChEBI:CHEBI:29748;ChemSpider:4573889;EcoCyc:CHORISMATE;HMDB:HMDB12199;IAF1260:chor;KEGG LIGAND:C00251;PubChem-compound:5460312;RefMet:Chorismic acid",NA
"2-oxopentanedionic acid","SmallMoleculeReference",NA,"CAS:328-50-7;ChEBI:CHEBI:16810;ChemSpider:144236;EcoCyc:2-KETOGLUTARATE;HMDB:HMDB00208;IAF1260:akg;KEGG LIGAND:C00026;KNApSAcK:C00000769;MetaboLights:MTBLC16810;PubChem-compound:164533;RefMet:Oxoglutaric acid",NA
"1,4-dihydroxy-2-naphthoate","SmallMoleculeReference",NA,"ChEBI:CHEBI:11173;ChemSpider:5324583;EcoCyc:DIHYDROXYNAPHTHOATE;IAF1260:dhna;KEGG LIGAND:C03657;PubChem-compound:54706667",NA
"adenosine-5'-triphosphate","SmallMoleculeReference",NA,"CAS:56-65-5;ChEBI:CHEBI:30616;ChemSpider:4574455;EcoCyc:ATP;HMDB:HMDB00538;IAF1260:atp;KEGG LIGAND:C00002;MetaboLights:MTBLC30616;PubChem-compound:5461108;RefMet:ATP",NA
"P17109","ProteinReference","MenD","Database of Interacting Proteins:DIP-10185N;EcoCyc:MEND-MONOMER;EcoliWiki:b2264;MODBASE:P17109;Mint:MINT-1246688;NCBI Reference Sequences Database:NP_416767;Pride:P17109;Protein Model Portal:P17109;Protein Ontology:PRO_000023203;SWISS-MODEL:P17109;UniProt:P17109","InterPro:IPR004433;InterPro:IPR011766;InterPro:IPR012001;InterPro:IPR029035;InterPro:IPR029061;InterPro:IPR032264;Panther:PTHR42916;Pfam:PF02775;Pfam:PF02776;Pfam:PF16582;Protein Data Bank:2JLA;Protein Data Bank:2JLC;Protein Data Bank:3FLM;Protein Data Bank:3HWW;Protein Data Bank:3HWX;Protein Data Bank:5EJ4;Protein Data Bank:5EJ5;Protein Data Bank:5EJ6;Protein Data Bank:5EJ7;Protein Data Bank:5EJ8;Protein Data Bank:5EJ9;Protein Data Bank:5EJA;Protein Data Bank:5EJM"
"1,4-dihydroxy-2-naphthoyl-CoA","SmallMoleculeReference",NA,"ChEBI:CHEBI:58897;EcoCyc:CPD-9925;KEGG LIGAND:C15547;PubChem-compound:46878473",NA
"Fe++","SmallMoleculeReference",NA,"ChEBI:CHEBI:29033;ChemSpider:25394;EcoCyc:FE+2;HMDB:HMDB00692;IAF1260:fe2;KEGG LIGAND:C14818;MetaboLights:MTBLC29033;PubChem-compound:27284",NA
"o-succinylbenzoyl-CoA","SmallMoleculeReference",NA,"ChEBI:CHEBI:15509;EcoCyc:CPD-6972;IAF1260:sbzcoa;KEGG LIGAND:C03160;PubChem-compound:25245100",NA
