"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"guanosine-triphosphate","SmallMoleculeReference",NA,"CAS:86-01-1;ChEBI:CHEBI:37565;ChemSpider:5414499;EcoCyc:GTP;HMDB:HMDB01273;IAF1260:gtp;KEGG LIGAND:C00044;MetaboLights:MTBLC37565;PubChem-compound:7058167;RefMet:GTP",NA
"PP","SmallMoleculeReference",NA,"CAS:2466-09-3;ChEBI:CHEBI:29888;ChemSpider:996;DrugBank:DB04160;EcoCyc:PPI;HMDB:HMDB00250;IAF1260:ppi;KEGG LIGAND:C00013;MetaboLights:MTBLC33019;PubChem-compound:1023",NA
"P0AG20","ProteinReference","RelA","Database of Interacting Proteins:DIP-10658N;EcoCyc:RELA-MONOMER;EcoliWiki:b2784;MODBASE:P0AG20;NCBI Reference Sequences Database:NP_417264;Pride:P0AG20;Protein Model Portal:P0AG20;Protein Ontology:PRO_000023710;SWISS-MODEL:P0AG20;UniProt:P0AG20","InterPro:IPR002912;InterPro:IPR003607;InterPro:IPR004095;InterPro:IPR004811;InterPro:IPR007685;InterPro:IPR012675;InterPro:IPR012676;InterPro:IPR033655;Panther:PTHR21262;Panther:PTHR21262:SF1;Pfam:PF02824;Pfam:PF04607;Pfam:PF13291;Pfam:PF13328;Prosite:PS51671;Prosite:PS51831;Protein Data Bank:5IQR;Protein Data Bank:5KPS;Protein Data Bank:5KPV;Protein Data Bank:5KPW;Protein Data Bank:5KPX;Protein Data Bank:5L3P;Smart:SM00954"
"P25552","ProteinReference","Gpp","EcoCyc:PPPGPPHYDRO-MONOMER;EcoliWiki:b3779;NCBI Reference Sequences Database:YP_026252;Pride:P25552;Protein Model Portal:P25552;Protein Ontology:PRO_000022832;SWISS-MODEL:P25552;UniProt:P25552","InterPro:IPR003695;InterPro:IPR023709;InterPro:IPR030673;Panther:PTHR30005:SF8;Pfam:PF02541"
"potassium","SmallMoleculeReference",NA,"ChEBI:CHEBI:29103;ChemSpider:791;EcoCyc:K+;HMDB:HMDB00586;IAF1260:k;KEGG LIGAND:C00238;MetaboLights:MTBLC29103;PubChem-compound:813",NA
"adenosine-5-triphosphate-3-diphosphate","SmallMoleculeReference",NA,"EcoCyc:CPD0-1410;PubChem-compound:122706604",NA
"adenosine-5-diphosphate","SmallMoleculeReference",NA,"CAS:58-64-0;ChEBI:CHEBI:456216;ChemSpider:5414423;EcoCyc:ADP;HMDB:HMDB01341;IAF1260:adp;KEGG LIGAND:C00008;MetaboLights:MTBLC456216;PubChem-compound:7058055;RefMet:ADP",NA
"adenosine-5'-triphosphate","SmallMoleculeReference",NA,"CAS:56-65-5;ChEBI:CHEBI:30616;ChemSpider:4574455;EcoCyc:ATP;HMDB:HMDB00538;IAF1260:atp;KEGG LIGAND:C00002;MetaboLights:MTBLC30616;PubChem-compound:5461108;RefMet:ATP",NA
"P0AG24","ProteinReference","SpoT","Database of Interacting Proteins:DIP-29378N;EcoCyc:SPOT-MONOMER;EcoliWiki:b3650;MODBASE:P0AG24;Mint:MINT-1219858;NCBI Reference Sequences Database:NP_418107;Pride:P0AG24;Protein Model Portal:P0AG24;Protein Ontology:PRO_000023977;SWISS-MODEL:P0AG24;UniProt:P0AG24","InterPro:IPR002912;InterPro:IPR003607;InterPro:IPR004095;InterPro:IPR004811;InterPro:IPR007685;InterPro:IPR012675;InterPro:IPR012676;InterPro:IPR033655;Panther:PTHR21262;Panther:PTHR21262:SF1;Pfam:PF02824;Pfam:PF04607;Pfam:PF13291;Pfam:PF13328;Prosite:PS51671;Prosite:PS51831;Smart:SM00471;Smart:SM00954"
"GDP","SmallMoleculeReference",NA,"CAS:146-91-8;ChEBI:CHEBI:58189;ChemSpider:10239187;EcoCyc:GDP;HMDB:HMDB01201;IAF1260:gdp;KEGG LIGAND:C00035;MetaboLights:MTBLC58189;PubChem-compound:21604868;RefMet:GDP",NA
