"PARTICIPANT_A","INTERACTION_TYPE","PARTICIPANT_B","INTERACTION_DATA_SOURCE","INTERACTION_PUBMED_ID","PATHWAY_NAMES"
"1,2-benzenedicarboxylic acid","chemical-affects","P69908",NA,"4552052","null"
"1,2-benzenedicarboxylic acid","chemical-affects","P69910",NA,"17209032;4552052;8954890","null"
"1-amino-1,3-cyclohexanedicarboxylic acid","chemical-affects","P69908",NA,NA,"null"
"1-amino-1,3-cyclohexanedicarboxylic acid","chemical-affects","P69910",NA,"17209032;8954890","null"
"2-butynedioic acid","chemical-affects","P69908",NA,"4552052","null"
"2-butynedioic acid","chemical-affects","P69910",NA,"17209032;4552052;8954890","null"
"2-thiomalic acid","chemical-affects","P69908",NA,"1883399","null"
"2-thiomalic acid","chemical-affects","P69910",NA,"17209032;1883399;8954890","null"
"3,4,5-trihydroxybenzoic acid","chemical-affects","P69908",NA,"1883399","null"
"3,4,5-trihydroxybenzoic acid","chemical-affects","P69910",NA,"17209032;1883399;8954890","null"
"3,4-DHBA","chemical-affects","P69908",NA,"1883399","null"
"3,4-DHBA","chemical-affects","P69910",NA,"17209032;1883399;8954890","null"
"3,5-dihydroxybenzoate","chemical-affects","P69908",NA,"1883399","null"
"3,5-dihydroxybenzoate","chemical-affects","P69910",NA,"17209032;1883399;8954890","null"
"3-mercaptopropionate","chemical-affects","P69908",NA,"1883399","null"
"3-mercaptopropionate","chemical-affects","P69910",NA,"17209032;1883399;8954890","null"
"4,5-dihydroxyisophthalate","chemical-affects","P69908",NA,"1883399","null"
"4,5-dihydroxyisophthalate","chemical-affects","P69910",NA,"17209032;1883399;8954890","null"
"4-bromoisophthalate","chemical-affects","P69908",NA,"1883399","null"
"4-bromoisophthalate","chemical-affects","P69910",NA,"17209032;1883399;8954890","null"
"trans-glutaconic acid","chemical-affects","P69908",NA,"4552052","null"
"trans-glutaconic acid","chemical-affects","P69910",NA,"17209032;4552052;8954890","null"
"Br","chemical-affects","P69908",NA,"3910996","null"
"Br","chemical-affects","P69910",NA,"17209032;3910996;8954890","null"
"Cadmium","chemical-affects","P69908",NA,NA,"null"
"Cadmium","chemical-affects","P69910",NA,"17209032;8954890","null"
