"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"hydrogen ion","SmallMoleculeReference",NA,"CAS:12408-02-5;ChEBI:CHEBI:15378;ChemSpider:1010;EcoCyc:PROTON;HMDB:HMDB59597;IAF1260:h;KEGG LIGAND:C00080;PubChem-compound:1038",NA
"DPN-ox","SmallMoleculeReference",NA,"CAS:53-84-9;ChEBI:CHEBI:57540;ChemSpider:10239196;EcoCyc:NAD;HMDB:HMDB00902;IAF1260:nad;KEGG LIGAND:C00003;MetaboLights:MTBLC57540;PubChem-compound:15938971;RefMet:NAD+",NA
"P33602","ProteinReference","NuoG","Database of Interacting Proteins:DIP-10383N;EcoCyc:NUOG-MONOMER;EcoliWiki:b2283;MODBASE:P33602;Mint:MINT-1244767;NCBI Reference Sequences Database:NP_416786;Pride:P33602;Protein Model Portal:P33602;Protein Ontology:PRO_000023434;SWISS-MODEL:P33602;UniProt:P33602","InterPro:IPR000283;InterPro:IPR001041;InterPro:IPR006656;InterPro:IPR006657;InterPro:IPR006963;InterPro:IPR009010;InterPro:IPR010228;InterPro:IPR012675;InterPro:IPR019574;Pfam:PF00384;Pfam:PF01568;Pfam:PF04879;Pfam:PF10588;Prosite:PS00641;Prosite:PS00642;Prosite:PS00643;Prosite:PS51085;Prosite:PS51669;Smart:SM00926;Smart:SM00929"
"H2O","SmallMoleculeReference",NA,"CAS:7732-18-5;ChEBI:CHEBI:15377;ChemSpider:937;EcoCyc:WATER;HMDB:HMDB02111;IAF1260:h2o;KEGG LIGAND:C00001;MetaboLights:MTBLC15377;PubChem-compound:962",NA
"perhydrol","SmallMoleculeReference",NA,"CAS:7722-84-1;ChEBI:CHEBI:16240;ChemSpider:763;EcoCyc:HYDROGEN-PEROXIDE;HMDB:HMDB03125;IAF1260:h2o2;KEGG LIGAND:C00027;MetaboLights:MTBLC16240;PubChem-compound:784",NA
"MQ","SmallMoleculeReference","MQ","EcoCyc:Menaquinones;KEGG LIGAND:C00828",NA
"P31979","ProteinReference","NuoF","Database of Interacting Proteins:DIP-10382N;EcoCyc:NUOF-MONOMER;EcoliWiki:b2284;NCBI Reference Sequences Database:NP_416787;Pride:P31979;Protein Model Portal:P31979;Protein Ontology:PRO_000023433;SWISS-MODEL:P31979;UniProt:P31979","InterPro:IPR001949;InterPro:IPR011537;InterPro:IPR011538;InterPro:IPR019554;InterPro:IPR019575;Pfam:PF01512;Pfam:PF10531;Pfam:PF10589;Prosite:PS00644;Prosite:PS00645;Smart:SM00928"
"P33607","ProteinReference","NuoL","Database of Interacting Proteins:DIP-10388N;EcoCyc:NUOL-MONOMER;EcoliWiki:b2278;NCBI Reference Sequences Database:NP_416781;Pride:P33607;Protein Model Portal:P33607;Protein Ontology:PRO_000023439;SWISS-MODEL:P33607;UniProt:P33607","InterPro:IPR001516;InterPro:IPR001750;InterPro:IPR003945;InterPro:IPR018393;Pfam:PF00361;Pfam:PF00662;Prints:PR01435"
"P0AFF0","ProteinReference","NuoN","Database of Interacting Proteins:DIP-59256N;EcoCyc:NUON-MONOMER;EcoliWiki:b2276;NCBI Reference Sequences Database:NP_416779;Pride:P0AFF0;Protein Model Portal:P0AFF0;Protein Ontology:PRO_000023441;SWISS-MODEL:P0AFF0;UniProt:P0AFF0","InterPro:IPR001750;InterPro:IPR010096;Pfam:PF00361"
"P33599","ProteinReference","NuoC","Database of Interacting Proteins:DIP-10380N;EcoCyc:NUOC-MONOMER;EcoliWiki:b2286;MODBASE:P33599;Mint:MINT-1269278;NCBI Reference Sequences Database:NP_416789;Pride:P33599;Protein Model Portal:P33599;Protein Ontology:PRO_000023431;SWISS-MODEL:P33599;Swiss-Model:P33599;UniProt:P33599","InterPro:IPR001135;InterPro:IPR001268;InterPro:IPR010218;InterPro:IPR014029;InterPro:IPR020396;InterPro:IPR022885;InterPro:IPR023062;InterPro:IPR029014;Pfam:PF00329;Pfam:PF00346;ProDom; a protein domain database:PD001581;Prosite:PS00535;Prosite:PS00542"
