"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"NADPH","SmallMoleculeReference",NA,"CAS:2646-71-1;ChEBI:CHEBI:57783;ChemSpider:10239199;EcoCyc:NADPH;HMDB:HMDB00221;IAF1260:nadph;KEGG LIGAND:C00005;MetaboLights:MTBLC57783;PubChem-compound:15983949;RefMet:NADPH",NA
"potassium","SmallMoleculeReference",NA,"ChEBI:CHEBI:29103;ChemSpider:791;EcoCyc:K+;HMDB:HMDB00586;IAF1260:k;KEGG LIGAND:C00238;MetaboLights:MTBLC29103;PubChem-compound:813",NA
"NADP-ox","SmallMoleculeReference",NA,"CAS:53-59-8;ChEBI:CHEBI:58349;ChemSpider:10239198;EcoCyc:NADP;HMDB:HMDB00217;IAF1260:nadp;KEGG LIGAND:C00006;MetaboLights:MTBLC58349;PubChem-compound:15938972;RefMet:NADP+",NA
"adenosine-5-diphosphate","SmallMoleculeReference",NA,"CAS:58-64-0;ChEBI:CHEBI:456216;ChemSpider:5414423;EcoCyc:ADP;HMDB:HMDB01341;IAF1260:adp;KEGG LIGAND:C00008;MetaboLights:MTBLC456216;PubChem-compound:7058055;RefMet:ADP",NA
"3-chloro-L-alanine","SmallMoleculeReference",NA,"ChEBI:CHEBI:58132;EcoCyc:CHLORALAN-CPD;KEGG LIGAND:C02635;PubChem-compound:6991981",NA
"adenosine-5'-triphosphate","SmallMoleculeReference",NA,"CAS:56-65-5;ChEBI:CHEBI:30616;ChemSpider:4574455;EcoCyc:ATP;HMDB:HMDB00538;IAF1260:atp;KEGG LIGAND:C00002;MetaboLights:MTBLC30616;PubChem-compound:5461108;RefMet:ATP",NA
"N-acetylmuramate(alpha-methyl)-L-alanyl-D-glutamate","SmallMoleculeReference",NA,"EcoCyc:CPD0-1328;PubChem-compound:25202618",NA
"P11880","ProteinReference","MurF","Database of Interacting Proteins:DIP-10281N;EcoCyc:UDP-NACMURALGLDAPAALIG-MONOMER;EcoliWiki:b0086;MODBASE:P11880;Mint:MINT-1227223;NCBI Reference Sequences Database:NP_414628;Pride:P11880;Protein Model Portal:P11880;Protein Ontology:PRO_000023317;SWISS-MODEL:P11880;UniProt:P11880","InterPro:IPR000713;InterPro:IPR004101;InterPro:IPR005863;InterPro:IPR013221;Panther:PTHR23135:SF3;Pfam:PF01225;Pfam:PF02875;Pfam:PF08245;Protein Data Bank:1GG4"
"UDP-GlcNAc","SmallMoleculeReference",NA,"CAS:528-04-1;ChEBI:CHEBI:57705;ChemSpider:17600409;EcoCyc:UDP-N-ACETYL-D-GLUCOSAMINE;HMDB:HMDB00290;IAF1260:uacgam;KEGG LIGAND:C00043;MetaboLights:MTBLC57705;PubChem-compound:16667373;RefMet:UDP-N-acetylglucosamine",NA
"MurNAc(beta-methyl)-L-Ala-D-Glu","SmallMoleculeReference",NA,"EcoCyc:CPD0-1329;PubChem-compound:25244081",NA
"UDP-N-acetyl-alpha;-D-muramoyl-L-alanine","SmallMoleculeReference",NA,"ChEBI:CHEBI:83898;EcoCyc:CPD0-1456;IAF1260:uama;KEGG LIGAND:C01212;PubChem-compound:25245974",NA
"ala","SmallMoleculeReference","ala","CAS:56-41-7;ChEBI:CHEBI:57972;EcoCyc:L-ALPHA-ALANINE;HMDB:HMDB00161;IAF1260:ala__L;KEGG LIGAND:C00041;MetaboLights:MTBLC57972;PubChem-compound:7311724;RefMet:Alanine",NA
"D-ala","SmallMoleculeReference","D-ala","CAS:338-69-2;ChEBI:CHEBI:57416;EcoCyc:D-ALANINE;HMDB:HMDB01310;IAF1260:ala__D;KEGG LIGAND:C00133;MetaboLights:MTBLC57416;PubChem-compound:7311725",NA
"P22634","ProteinReference","MurI","Database of Interacting Proteins:DIP-10283N;EcoCyc:GLUTRACE-MONOMER;EcoliWiki:b3967;MODBASE:P22634;Mint:MINT-1222611;NCBI Reference Sequences Database:NP_418402;Pride:P22634;Protein Model Portal:P22634;Protein Ontology:PRO_000023319;SWISS-MODEL:P22634;UniProt:P22634","InterPro:IPR001920;InterPro:IPR004391;InterPro:IPR015942;InterPro:IPR018187;InterPro:IPR033134;Panther:PTHR21198:SF9;Pfam:PF01177;Prosite:PS00923;Prosite:PS00924;Protein Data Bank:2JFN"
"DDP-N-acetylmuramoyl-L-alanyl-D-glutamate","SmallMoleculeReference",NA,"EcoCyc:CPD0-1331;PubChem-compound:25244027",NA
