"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"NO2-","SmallMoleculeReference",NA,"CAS:14797-65-0;CAS:7697-37-2;ChEBI:CHEBI:16301;ChemSpider:921;EcoCyc:NITRITE;HMDB:HMDB02786;IAF1260:no2;KEGG LIGAND:C00088;MetaboLights:MTBLC16301;PubChem-compound:946",NA
"P0A9C0","ProteinReference","GlpA","EcoCyc:ANGLYC3PDEHYDROGSUBUNITA-MONOMER;EcoliWiki:b2241;MODBASE:P0A9C0;NCBI Reference Sequences Database:NP_416744;Pride:P0A9C0;Protein Model Portal:P0A9C0;Protein Ontology:PRO_000022792;SWISS-MODEL:P0A9C0;UniProt:P0A9C0","InterPro:IPR000447;InterPro:IPR006076;InterPro:IPR007419;InterPro:IPR017752;InterPro:IPR023753;Panther:PTHR11985;Pfam:PF01266;Pfam:PF04324;Prints:PR01001;Prosite:PS00977;Prosite:PS00978"
"P11349","ProteinReference","NarH","Database of Interacting Proteins:DIP-10312N;EcoCyc:NARH-MONOMER;EcoliWiki:b1225;MODBASE:P11349;Mint:MINT-1260007;NCBI Reference Sequences Database:NP_415743;Pride:P11349;Protein Model Portal:P11349;Protein Ontology:PRO_000023352;SWISS-MODEL:P11349;UniProt:P11349","InterPro:IPR006547;InterPro:IPR017896;InterPro:IPR029263;Pfam:PF13247;Pfam:PF14711;Prosite:PS51379;Protein Data Bank:1Q16;Protein Data Bank:1R27;Protein Data Bank:1SIW;Protein Data Bank:1Y4Z;Protein Data Bank:1Y5I;Protein Data Bank:1Y5L;Protein Data Bank:1Y5N;Protein Data Bank:3EGW;Protein Data Bank:3IR5;Protein Data Bank:3IR6;Protein Data Bank:3IR7"
"P13033","ProteinReference","GlpB","Database of Interacting Proteins:DIP-9791N;EcoCyc:ANGLYC3PDEHYDROGSUBUNITB-MONOMER;EcoliWiki:b2242;Mint:MINT-1319997;NCBI Reference Sequences Database:NP_416745;Pride:P13033;Protein Model Portal:P13033;Protein Ontology:PRO_000022793;SWISS-MODEL:P13033;UniProt:P13033","InterPro:IPR003953;InterPro:IPR009158;InterPro:IPR023753;Pfam:PF00890"
"5-(3-carboxy-4-nitro-phenyl)disulfanyl-2-nitro-benzoic acid","SmallMoleculeReference",NA,"ChemSpider:5367523;EcoCyc:DITHIO-NITROBENZOATE;PubChem-compound:7000011",NA
"P0A996","ProteinReference","GlpC","Database of Interacting Proteins:DIP-35835N;EcoCyc:ANGLYC3PDEHYDROGSUBUNITC-MONOMER;EcoliWiki:b2243;MODBASE:P0A996;NCBI Reference Sequences Database:NP_416746;Pride:P0A996;Protein Model Portal:P0A996;Protein Ontology:PRO_000022794;SWISS-MODEL:P0A996;UniProt:P0A996","InterPro:IPR004017;InterPro:IPR009051;InterPro:IPR017753;InterPro:IPR017896;InterPro:IPR017900;Pfam:PF02754;Pfam:PF13183;Prosite:PS00198;Prosite:PS51379"
"P11350","ProteinReference","NarI","Database of Interacting Proteins:DIP-10313N;EcoCyc:NARI-MONOMER;EcoliWiki:b1227;MODBASE:P11350;Mint:MINT-1262739;NCBI Reference Sequences Database:NP_415745;Pride:P11350;Protein Model Portal:P11350;Protein Ontology:PRO_000023353;SWISS-MODEL:P11350;UniProt:P11350","InterPro:IPR003816;InterPro:IPR023234;Pfam:PF02665;Protein Data Bank:1Q16;Protein Data Bank:1SIW;Protein Data Bank:1Y4Z;Protein Data Bank:1Y5I;Protein Data Bank:1Y5L;Protein Data Bank:1Y5N;Protein Data Bank:3EGW;Protein Data Bank:3IR5;Protein Data Bank:3IR6;Protein Data Bank:3IR7"
"P09152","ProteinReference","NarG","Database of Interacting Proteins:DIP-10311N;EcoCyc:NARG-MONOMER;EcoliWiki:b1224;MODBASE:P09152;Mint:MINT-1233973;NCBI Reference Sequences Database:NP_415742;Pride:P09152;Protein Model Portal:P09152;Protein Ontology:PRO_000023351;SWISS-MODEL:P09152;UniProt:P09152","InterPro:IPR006468;InterPro:IPR006655;InterPro:IPR006656;InterPro:IPR006657;InterPro:IPR006963;InterPro:IPR009010;InterPro:IPR027467;InterPro:IPR028189;Pfam:PF00384;Pfam:PF01568;Pfam:PF14710;Prosite:PS00490;Prosite:PS00551;Prosite:PS00932;Prosite:PS51669;Protein Data Bank:1Q16;Protein Data Bank:1R27;Protein Data Bank:1SIW;Protein Data Bank:1Y4Z;Protein Data Bank:1Y5I;Protein Data Bank:1Y5L;Protein Data Bank:1Y5N;Protein Data Bank:3EGW;Protein Data Bank:3IR5;Protein Data Bank:3IR6;Protein Data Bank:3IR7;Smart:SM00926"
"MQH2","SmallMoleculeReference","MQH2","ChEBI:CHEBI:60024;EcoCyc:Menaquinols;KEGG LIGAND:C05819",NA
"hydrogen ion","SmallMoleculeReference",NA,"CAS:12408-02-5;ChEBI:CHEBI:15378;ChemSpider:1010;EcoCyc:PROTON;HMDB:HMDB59597;IAF1260:h;KEGG LIGAND:C00080;PubChem-compound:1038",NA
