"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"Zn(II)","SmallMoleculeReference",NA,"CAS:7440-66-6;ChEBI:CHEBI:29105;ChemSpider:29723;EcoCyc:ZN+2;HMDB:HMDB01303;IAF1260:zn2;KEGG LIGAND:C00038;MetaboLights:MTBLC29105;PubChem-compound:32051",NA
"a hydroxlyated aryl lignin fragment","SmallMoleculeReference",NA,"CAS:90-05-1;ChEBI:CHEBI:28591;ChemSpider:447;EcoCyc:CPD-400;HMDB:HMDB01398;KEGG LIGAND:C01502;MetaboLights:MTBLC28591;PubChem-compound:460",NA
"A","SmallMoleculeReference",NA,"CAS:73-24-5;ChEBI:CHEBI:16708;ChemSpider:185;DrugBank:DB00173;EcoCyc:ADENINE;HMDB:HMDB00034;IAF1260:ade;KEGG LIGAND:C00147;MetaboLights:MTBLC16708;PubChem-compound:190;RefMet:Adenine",NA
"DPN-ox","SmallMoleculeReference",NA,"CAS:53-84-9;ChEBI:CHEBI:57540;ChemSpider:10239196;EcoCyc:NAD;HMDB:HMDB00902;IAF1260:nad;KEGG LIGAND:C00003;MetaboLights:MTBLC57540;PubChem-compound:15938971;RefMet:NAD+",NA
"chloral hydrate","SmallMoleculeReference",NA,"ChEBI:CHEBI:28142;ChemSpider:2606;DrugBank:DB01563;EcoCyc:CPD0-1476;HMDB:HMDB60451;KEGG LIGAND:C06899;PubChem-compound:2707;RefMet:Chloral hydrate",NA
"Fe3+","SmallMoleculeReference",NA,"ChEBI:CHEBI:29034;ChemSpider:27815;EcoCyc:FE+3;HMDB:HMDB12943;IAF1260:fe3;KEGG LIGAND:C14819;MetaboLights:MTBLC29034;PubChem-compound:29936",NA
"P0A6K6","ProteinReference","DeoB","Database of Interacting Proteins:DIP-48057N;EcoCyc:PPENTOMUT-MONOMER;EcoliWiki:b4383;MODBASE:P0A6K6;NCBI Reference Sequences Database:NP_418800;Pride:P0A6K6;Protein Model Portal:P0A6K6;Protein Ontology:PRO_000022428;SWISS-MODEL:P0A6K6;UniProt:P0A6K6","InterPro:IPR006124;InterPro:IPR010045;InterPro:IPR017849;InterPro:IPR017850;InterPro:IPR024052;Panther:PTHR21110;Pfam:PF01676"
"2-deoxy-D-ribose 5-phosphate","SmallMoleculeReference",NA,"CAS:102916-66-5;ChEBI:CHEBI:370187;EcoCyc:DEOXY-RIBOSE-5P;HMDB:HMDB01031;IAF1260:2dr5p;IAF1260:35666;KEGG LIGAND:C00673;PubChem-compound:25245723",NA
"Fe++","SmallMoleculeReference",NA,"ChEBI:CHEBI:29033;ChemSpider:25394;EcoCyc:FE+2;HMDB:HMDB00692;IAF1260:fe2;KEGG LIGAND:C14818;MetaboLights:MTBLC29033;PubChem-compound:27284",NA
"hypoxanthine","SmallMoleculeReference",NA,"CAS:68-94-0;ChEBI:CHEBI:17368;ChemSpider:768;DrugBank:DB04076;EcoCyc:HYPOXANTHINE;HMDB:HMDB00157;IAF1260:hxan;KEGG LIGAND:C00262;MetaboLights:MTBLC17368;PubChem-compound:790;RefMet:Hypoxanthine",NA
"P22333","ProteinReference","Add","Database of Interacting Proteins:DIP-9056N;EcoCyc:ADENODEAMIN-MONOMER;EcoliWiki:b1623;MODBASE:P22333;Mint:MINT-1298977;NCBI Reference Sequences Database:NP_416140;Pride:P22333;Protein Model Portal:P22333;SWISS-MODEL:P22333;UniProt:P22333","InterPro:IPR001365;InterPro:IPR006330;InterPro:IPR006650;InterPro:IPR028893;InterPro:IPR032466;Pfam:PF00962;Prosite:PS00485"
"2'-deoxyguanosine","SmallMoleculeReference",NA,"CAS:961-07-9;ChEBI:CHEBI:17172;ChemSpider:618;EcoCyc:DEOXYGUANOSINE;HMDB:HMDB00085;IAF1260:dgsn;KEGG LIGAND:C00330;MetaboLights:MTBLC17172;PubChem-compound:187790;RefMet:Deoxyguanosine",NA
"P77580","ProteinReference","MhpF","Database of Interacting Proteins:DIP-10210N;EcoCyc:MHPF-MONOMER;EcoliWiki:b0351;MODBASE:P77580;NCBI Reference Sequences Database:NP_414885;Pride:P77580;Protein Model Portal:P77580;Protein Ontology:PRO_000023233;SWISS-MODEL:P77580;Swiss-Model:P77580;UniProt:P77580","InterPro:IPR000534;InterPro:IPR003361;InterPro:IPR015426;InterPro:IPR016040;Panther:PTHR21123;Pfam:PF01118;Pfam:PF09290;Smart:SM00859"
"3-pyridinecarboxaldehyde adenine dinucleotide","SmallMoleculeReference",NA,"EcoCyc:CPD0-1364;PubChem-compound:90657761",NA
"P0A6L0","ProteinReference","DeoC","EcoCyc:DEOXYRIBOSE-P-ALD-MONOMER;EcoliWiki:b4381;MODBASE:P0A6L0;NCBI Reference Sequences Database:NP_418798;Pride:P0A6L0;Protein Model Portal:P0A6L0;Protein Ontology:PRO_000022429;SWISS-MODEL:P0A6L0;UniProt:P0A6L0","InterPro:IPR002915;InterPro:IPR011343;InterPro:IPR013785;InterPro:IPR023649;Panther:PTHR10889;Pfam:PF01791;Protein Data Bank:1JCJ;Protein Data Bank:1JCL;Protein Data Bank:1KTN;Protein Data Bank:1P1X;Protein Data Bank:5EKY;Protein Data Bank:5EL1;Protein Data Bank:5EMU;Smart:SM01133"
"adenosine-monophosphate","SmallMoleculeReference",NA,"CAS:61-19-8;ChEBI:CHEBI:456215;ChemSpider:10239183;EcoCyc:AMP;HMDB:HMDB00045;IAF1260:amp;KEGG LIGAND:C00020;MetaboLights:MTBLC456215;NCI Open DB:20264;PubChem-compound:15938965;RefMet:AMP",NA
"octan-1-ol","SmallMoleculeReference",NA,"CAS:111-87-5;ChEBI:CHEBI:16188;ChemSpider:932;EcoCyc:OCTANOL;HMDB:HMDB01183;KEGG LIGAND:C00756;MetaboLights:MTBLC16188;PubChem-compound:957;RefMet:n-octanol",NA
"(2R)-2-hydroxy-3-(phosphooxy)-propanal","SmallMoleculeReference",NA,"CAS:591-57-1;ChEBI:CHEBI:59776;EcoCyc:GAP;HMDB:HMDB01112;IAF1260:g3p;KEGG LIGAND:C00118;PubChem-compound:24794350;RefMet:Glyceraldehyde-3-phosphate",NA
"H2SO4","SmallMoleculeReference",NA,"CAS:14808-79-8;ChEBI:CHEBI:16189;ChemSpider:1085;EcoCyc:SULFATE;HMDB:HMDB01448;IAF1260:so4;KEGG LIGAND:C00059;MetaboLights:MTBLC16189;PubChem-compound:1117",NA
