"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"DPN-ox","SmallMoleculeReference",NA,"CAS:53-84-9;ChEBI:CHEBI:57540;ChemSpider:10239196;EcoCyc:NAD;HMDB:HMDB00902;IAF1260:nad;KEGG LIGAND:C00003;MetaboLights:MTBLC57540;PubChem-compound:15938971;RefMet:NAD+",NA
"NO2-","SmallMoleculeReference",NA,"CAS:14797-65-0;CAS:7697-37-2;ChEBI:CHEBI:16301;ChemSpider:921;EcoCyc:NITRITE;HMDB:HMDB02786;IAF1260:no2;KEGG LIGAND:C00088;MetaboLights:MTBLC16301;PubChem-compound:946",NA
"P31979","ProteinReference","NuoF","Database of Interacting Proteins:DIP-10382N;EcoCyc:NUOF-MONOMER;EcoliWiki:b2284;NCBI Reference Sequences Database:NP_416787;Pride:P31979;Protein Model Portal:P31979;Protein Ontology:PRO_000023433;SWISS-MODEL:P31979;UniProt:P31979","InterPro:IPR001949;InterPro:IPR011537;InterPro:IPR011538;InterPro:IPR019554;InterPro:IPR019575;Pfam:PF01512;Pfam:PF10531;Pfam:PF10589;Prosite:PS00644;Prosite:PS00645;Smart:SM00928"
"P11349","ProteinReference","NarH","Database of Interacting Proteins:DIP-10312N;EcoCyc:NARH-MONOMER;EcoliWiki:b1225;MODBASE:P11349;Mint:MINT-1260007;NCBI Reference Sequences Database:NP_415743;Pride:P11349;Protein Model Portal:P11349;Protein Ontology:PRO_000023352;SWISS-MODEL:P11349;UniProt:P11349","InterPro:IPR006547;InterPro:IPR017896;InterPro:IPR029263;Pfam:PF13247;Pfam:PF14711;Prosite:PS51379;Protein Data Bank:1Q16;Protein Data Bank:1R27;Protein Data Bank:1SIW;Protein Data Bank:1Y4Z;Protein Data Bank:1Y5I;Protein Data Bank:1Y5L;Protein Data Bank:1Y5N;Protein Data Bank:3EGW;Protein Data Bank:3IR5;Protein Data Bank:3IR6;Protein Data Bank:3IR7"
"P33599","ProteinReference","NuoC","Database of Interacting Proteins:DIP-10380N;EcoCyc:NUOC-MONOMER;EcoliWiki:b2286;MODBASE:P33599;Mint:MINT-1269278;NCBI Reference Sequences Database:NP_416789;Pride:P33599;Protein Model Portal:P33599;Protein Ontology:PRO_000023431;SWISS-MODEL:P33599;Swiss-Model:P33599;UniProt:P33599","InterPro:IPR001135;InterPro:IPR001268;InterPro:IPR010218;InterPro:IPR014029;InterPro:IPR020396;InterPro:IPR022885;InterPro:IPR023062;InterPro:IPR029014;Pfam:PF00329;Pfam:PF00346;ProDom; a protein domain database:PD001581;Prosite:PS00535;Prosite:PS00542"
"P0AFE4","ProteinReference","NuoK","Database of Interacting Proteins:DIP-51165N;EcoCyc:NUOK-MONOMER;EcoliWiki:b2279;NCBI Reference Sequences Database:NP_416782;Pride:P0AFE4;Protein Model Portal:P0AFE4;Protein Ontology:PRO_000023438;SWISS-MODEL:P0AFE4;UniProt:P0AFE4","InterPro:IPR001133;Panther:PTHR11434;Pfam:PF00420"
"P11350","ProteinReference","NarI","Database of Interacting Proteins:DIP-10313N;EcoCyc:NARI-MONOMER;EcoliWiki:b1227;MODBASE:P11350;Mint:MINT-1262739;NCBI Reference Sequences Database:NP_415745;Pride:P11350;Protein Model Portal:P11350;Protein Ontology:PRO_000023353;SWISS-MODEL:P11350;UniProt:P11350","InterPro:IPR003816;InterPro:IPR023234;Pfam:PF02665;Protein Data Bank:1Q16;Protein Data Bank:1SIW;Protein Data Bank:1Y4Z;Protein Data Bank:1Y5I;Protein Data Bank:1Y5L;Protein Data Bank:1Y5N;Protein Data Bank:3EGW;Protein Data Bank:3IR5;Protein Data Bank:3IR6;Protein Data Bank:3IR7"
"P0AFC3","ProteinReference","NuoA","Database of Interacting Proteins:DIP-59257N;EcoCyc:NUOA-MONOMER;EcoliWiki:b2288;NCBI Reference Sequences Database:NP_416791;Pride:P0AFC3;Protein Model Portal:P0AFC3;Protein Ontology:PRO_000023429;SWISS-MODEL:P0AFC3;UniProt:P0AFC3","InterPro:IPR000440;InterPro:IPR023043;Panther:PTHR11058;Pfam:PF00507"
"P0AFE0","ProteinReference","NuoJ","Database of Interacting Proteins:DIP-59258N;EcoCyc:NUOJ-MONOMER;EcoliWiki:b2280;NCBI Reference Sequences Database:NP_416783;Pride:P0AFE0;Protein Model Portal:P0AFE0;Protein Ontology:PRO_000023437;SWISS-MODEL:P0AFE0;UniProt:P0AFE0","InterPro:IPR001457;Pfam:PF00499"
"P09152","ProteinReference","NarG","Database of Interacting Proteins:DIP-10311N;EcoCyc:NARG-MONOMER;EcoliWiki:b1224;MODBASE:P09152;Mint:MINT-1233973;NCBI Reference Sequences Database:NP_415742;Pride:P09152;Protein Model Portal:P09152;Protein Ontology:PRO_000023351;SWISS-MODEL:P09152;UniProt:P09152","InterPro:IPR006468;InterPro:IPR006655;InterPro:IPR006656;InterPro:IPR006657;InterPro:IPR006963;InterPro:IPR009010;InterPro:IPR027467;InterPro:IPR028189;Pfam:PF00384;Pfam:PF01568;Pfam:PF14710;Prosite:PS00490;Prosite:PS00551;Prosite:PS00932;Prosite:PS51669;Protein Data Bank:1Q16;Protein Data Bank:1R27;Protein Data Bank:1SIW;Protein Data Bank:1Y4Z;Protein Data Bank:1Y5I;Protein Data Bank:1Y5L;Protein Data Bank:1Y5N;Protein Data Bank:3EGW;Protein Data Bank:3IR5;Protein Data Bank:3IR6;Protein Data Bank:3IR7;Smart:SM00926"
